,round,day,date,time,home,xg_home,score,xg_away,away,attendance,venue,referee,home goals,away goals
761,Regular Season,Sat,2019-12-21,15:30,Schalke 04,1.6,2 2,2.8,Freiburg,61867.0,Veltins-Arena,Felix Brych,2,2
762,Regular Season,Sat,2019-12-21,15:30,Mainz 05,1.9,0 1,1.5,Leverkusen,24345.0,Opel Arena,Patrick Ittrich,0,1
763,Regular Season,Sat,2019-12-21,15:30,RB Leipzig,3.3,3 1,0.5,Augsburg,40562.0,Red Bull Arena,Daniel Siebert,3,1
764,Regular Season,Sat,2019-12-21,15:30,Köln,1.1,1 0,0.2,Werder Bremen,50000.0,RheinEnergieSTADION,Daniel Schlager,1,0
765,Regular Season,Sat,2019-12-21,15:30,Bayern Munich,1.3,2 0,0.9,Wolfsburg,75000.0,Allianz Arena,Christian Dingert,2,0
766,Regular Season,Sat,2019-12-21,18:30,Hertha BSC,0.4,0 0,0.8,M'Gladbach,50208.0,Olympiastadion Berlin,Harm Osmers,0,0
767,Regular Season,Sun,2019-12-22,15:30,Düsseldorf,1.0,2 1,2.0,Union Berlin,45490.0,Merkur Spielarena,Benjamin Cortus,2,1
768,Regular Season,Sun,2019-12-22,18:00,Paderborn 07,2.9,2 1,2.0,Eint Frankfurt,15000.0,Benteler-Arena,Markus Schmidt,2,1
769,Regular Season,Fri,2020-01-17,20:30,Schalke 04,1.5,2 0,0.8,M'Gladbach,62271.0,Veltins-Arena,Deniz Aytekin,2,0
770,Regular Season,Sat,2020-01-18,15:30,Mainz 05,2.5,1 2,1.5,Freiburg,23138.0,Opel Arena,Sven Jablonski,1,2
771,Regular Season,Sat,2020-01-18,15:30,Hoffenheim,0.9,1 2,1.5,Eint Frankfurt,29610.0,PreZero Arena,Sascha Stegemann,1,2
772,Regular Season,Sat,2020-01-18,15:30,Augsburg,1.8,3 5,4.8,Dortmund,30660.0,WWK Arena,Manuel Gräfe,3,5
773,Regular Season,Sat,2020-01-18,15:30,Köln,1.3,3 1,1.7,Wolfsburg,49100.0,RheinEnergieSTADION,Marco Fritz,3,1
774,Regular Season,Sat,2020-01-18,15:30,Düsseldorf,1.0,0 1,1.0,Werder Bremen,46000.0,Merkur Spielarena,Felix Brych,0,1
775,Regular Season,Sat,2020-01-18,18:30,RB Leipzig,2.1,3 1,1.4,Union Berlin,42146.0,Red Bull Arena,Bastian Dankert,3,1
776,Regular Season,Sun,2020-01-19,15:30,Hertha BSC,0.6,0 4,2.3,Bayern Munich,74667.0,Olympiastadion Berlin,Tobias Stieler,0,4
777,Regular Season,Sun,2020-01-19,18:00,Paderborn 07,1.3,1 4,2.2,Leverkusen,14889.0,Benteler-Arena,Daniel Siebert,1,4
778,Regular Season,Fri,2020-01-24,20:30,Dortmund,2.6,5 1,1.2,Köln,81365.0,Signal Iduna Park,Harm Osmers,5,1
779,Regular Season,Sat,2020-01-25,15:30,Freiburg,1.4,0 2,1.8,Paderborn 07,23500.0,Schwarzwald-Stadion,Christian Dingert,0,2
780,Regular Season,Sat,2020-01-25,15:30,Union Berlin,1.0,2 0,1.6,Augsburg,22012.0,Stadion An der Alten Försterei,Bibiana Steinhaus,2,0
781,Regular Season,Sat,2020-01-25,15:30,Wolfsburg,1.1,1 2,1.8,Hertha BSC,24894.0,Volkswagen Arena,Markus Schmidt,1,2
782,Regular Season,Sat,2020-01-25,15:30,Eint Frankfurt,1.2,2 0,1.3,RB Leipzig,50300.0,Commerzbank-Arena,Daniel Siebert,2,0
783,Regular Season,Sat,2020-01-25,15:30,M'Gladbach,2.3,3 1,0.7,Mainz 05,49175.0,Stadion im Borussia-Park,Felix Zwayer,3,1
784,Regular Season,Sat,2020-01-25,18:30,Bayern Munich,3.4,5 0,0.4,Schalke 04,75000.0,Allianz Arena,Manuel Gräfe,5,0
785,Regular Season,Sun,2020-01-26,15:30,Werder Bremen,0.7,0 3,0.9,Hoffenheim,40000.0,Weserstadion,Martin Petersen,0,3
786,Regular Season,Sun,2020-01-26,18:00,Leverkusen,3.7,3 0,0.7,Düsseldorf,26250.0,BayArena,Daniel Schlager,3,0
787,Regular Season,Fri,2020-01-31,20:30,Hertha BSC,0.4,0 0,0.7,Schalke 04,47863.0,Olympiastadion Berlin,Sascha Stegemann,0,0
788,Regular Season,Sat,2020-02-01,15:30,Düsseldorf,0.3,1 1,1.0,Eint Frankfurt,45018.0,Merkur Spielarena,Frank Willenborg,1,1
789,Regular Season,Sat,2020-02-01,15:30,Augsburg,1.1,2 1,0.5,Werder Bremen,29432.0,WWK Arena,Marco Fritz,2,1
790,Regular Season,Sat,2020-02-01,15:30,Dortmund,3.3,5 0,0.3,Union Berlin,81365.0,Signal Iduna Park,Benjamin Cortus,5,0
791,Regular Season,Sat,2020-02-01,15:30,Hoffenheim,3.1,2 1,2.5,Leverkusen,24489.0,PreZero Arena,Deniz Aytekin,2,1
792,Regular Season,Sat,2020-02-01,15:30,Mainz 05,0.3,1 3,1.5,Bayern Munich,33305.0,Opel Arena,Bastian Dankert,1,3
793,Regular Season,Sat,2020-02-01,18:30,RB Leipzig,1.6,2 2,1.2,M'Gladbach,42146.0,Red Bull Arena,Tobias Stieler,2,2
794,Regular Season,Sun,2020-02-02,15:30,Köln,3.6,4 0,0.6,Freiburg,50000.0,RheinEnergieSTADION,Robert Kampka,4,0
795,Regular Season,Sun,2020-02-02,18:00,Paderborn 07,1.0,2 4,1.5,Wolfsburg,13926.0,Benteler-Arena,Patrick Ittrich,2,4
796,Regular Season,Fri,2020-02-07,20:30,Eint Frankfurt,2.3,5 0,0.5,Augsburg,48800.0,Commerzbank-Arena,Manuel Gräfe,5,0
797,Regular Season,Sat,2020-02-08,15:30,Freiburg,1.7,1 0,1.5,Hoffenheim,24000.0,Schwarzwald-Stadion,Sven Jablonski,1,0
798,Regular Season,Sat,2020-02-08,15:30,Werder Bremen,1.3,0 2,1.4,Union Berlin,42100.0,Weserstadion,Daniel Schlager,0,2
799,Regular Season,Sat,2020-02-08,15:30,Wolfsburg,1.0,1 1,0.8,Düsseldorf,23445.0,Volkswagen Arena,Tobias Stieler,1,1
800,Regular Season,Sat,2020-02-08,15:30,Hertha BSC,0.7,1 3,2.2,Mainz 05,35049.0,Olympiastadion Berlin,Martin Petersen,1,3
801,Regular Season,Sat,2020-02-08,15:30,Schalke 04,1.3,1 1,0.8,Paderborn 07,61614.0,Veltins-Arena,Felix Brych,1,1
802,Regular Season,Sat,2020-02-08,18:30,Leverkusen,1.5,4 3,0.8,Dortmund,30210.0,BayArena,Markus Schmidt,4,3
803,Regular Season,Sun,2020-02-09,18:00,Bayern Munich,1.4,0 0,1.3,RB Leipzig,75000.0,Allianz Arena,Marco Fritz,0,0
804,Regular Season,Fri,2020-02-14,20:30,Dortmund,1.2,4 0,0.0,Eint Frankfurt,81365.0,Signal Iduna Park,Bastian Dankert,4,0
805,Regular Season,Sat,2020-02-15,15:30,Augsburg,0.9,1 1,1.3,Freiburg,26822.0,WWK Arena,Patrick Ittrich,1,1
806,Regular Season,Sat,2020-02-15,15:30,RB Leipzig,1.3,3 0,0.4,Werder Bremen,41308.0,Red Bull Arena,Benjamin Cortus,3,0
807,Regular Season,Sat,2020-02-15,15:30,Union Berlin,1.3,2 3,1.0,Leverkusen,22012.0,Stadion An der Alten Försterei,Harm Osmers,2,3
808,Regular Season,Sat,2020-02-15,15:30,Hoffenheim,2.5,2 3,2.7,Wolfsburg,22506.0,PreZero Arena,Sören Storks,2,3
809,Regular Season,Sat,2020-02-15,15:30,Paderborn 07,0.8,1 2,1.8,Hertha BSC,14687.0,Benteler-Arena,Bibiana Steinhaus,1,2
810,Regular Season,Sat,2020-02-15,18:30,Düsseldorf,1.0,1 4,2.3,M'Gladbach,51000.0,Merkur Spielarena,Daniel Siebert,1,4
811,Regular Season,Sun,2020-02-16,15:30,Köln,2.5,1 4,2.6,Bayern Munich,50000.0,RheinEnergieSTADION,Felix Zwayer,1,4
812,Regular Season,Sun,2020-02-16,18:00,Mainz 05,1.3,0 0,0.8,Schalke 04,27482.0,Opel Arena,Guido Winkmann,0,0
813,Regular Season,Fri,2020-02-21,20:30,Bayern Munich,2.6,3 2,1.3,Paderborn 07,75000.0,Allianz Arena,Markus Schmidt,3,2
814,Regular Season,Sat,2020-02-22,15:30,Werder Bremen,0.2,0 2,1.1,Dortmund,42100.0,Weserstadion,Marco Fritz,0,2
815,Regular Season,Sat,2020-02-22,15:30,Hertha BSC,0.6,0 5,2.6,Köln,46207.0,Olympiastadion Berlin,Daniel Schlager,0,5
816,Regular Season,Sat,2020-02-22,15:30,M'Gladbach,2.4,1 1,1.6,Hoffenheim,50250.0,Stadion im Borussia-Park,Felix Brych,1,1
817,Regular Season,Sat,2020-02-22,15:30,Freiburg,0.9,0 2,0.8,Düsseldorf,24000.0,Schwarzwald-Stadion,Frank Willenborg,0,2
818,Regular Season,Sat,2020-02-22,18:30,Schalke 04,0.2,0 5,2.6,RB Leipzig,61433.0,Veltins-Arena,Sascha Stegemann,0,5
819,Regular Season,Sun,2020-02-23,15:30,Leverkusen,0.9,2 0,0.6,Augsburg,23703.0,BayArena,Sven Jablonski,2,0
820,Regular Season,Sun,2020-02-23,18:00,Wolfsburg,2.8,4 0,0.9,Mainz 05,21058.0,Volkswagen Arena,Benjamin Cortus,4,0
821,Regular Season,Mon,2020-02-24,20:30,Eint Frankfurt,1.8,1 2,1.5,Union Berlin,47000.0,Commerzbank-Arena,Deniz Aytekin,1,2
822,Regular Season,Fri,2020-02-28,20:30,Düsseldorf,1.4,3 3,2.9,Hertha BSC,31632.0,Merkur Spielarena,Tobias Stieler,3,3
823,Regular Season,Sat,2020-02-29,15:30,Hoffenheim,0.4,0 6,3.5,Bayern Munich,30150.0,PreZero Arena,Christian Dingert,0,6
824,Regular Season,Sat,2020-02-29,15:30,Mainz 05,1.0,2 0,0.6,Paderborn 07,24231.0,Opel Arena,Harm Osmers,2,0
825,Regular Season,Sat,2020-02-29,15:30,Dortmund,1.6,1 0,1.1,Freiburg,81365.0,Signal Iduna Park,Robert Hartmann,1,0
826,Regular Season,Sat,2020-02-29,15:30,Augsburg,1.1,2 3,2.5,M'Gladbach,29303.0,WWK Arena,Markus Schmidt,2,3
827,Regular Season,Sat,2020-02-29,18:30,Köln,1.1,3 0,0.8,Schalke 04,50000.0,RheinEnergieSTADION,Manuel Gräfe,3,0
828,Regular Season,Sun,2020-03-01,13:30,Union Berlin,0.6,2 2,1.0,Wolfsburg,22012.0,Stadion An der Alten Försterei,Bastian Dankert,2,2
829,Regular Season,Sun,2020-03-01,15:30,RB Leipzig,0.6,1 1,1.3,Leverkusen,41216.0,Red Bull Arena,Felix Zwayer,1,1
830,Regular Season,Fri,2020-03-06,20:00,Paderborn 07,0.6,1 2,2.5,Köln,15000.0,Benteler-Arena,Daniel Siebert,1,2
831,Regular Season,Sat,2020-03-07,15:30,Freiburg,0.8,3 1,0.6,Union Berlin,24000.0,Schwarzwald-Stadion,Marco Fritz,3,1
832,Regular Season,Sat,2020-03-07,15:30,Wolfsburg,0.8,0 0,1.2,RB Leipzig,27195.0,Volkswagen Arena,Daniel Schlager,0,0
833,Regular Season,Sat,2020-03-07,15:30,Schalke 04,0.8,1 1,0.6,Hoffenheim,58324.0,Veltins-Arena,Sven Jablonski,1,1
834,Regular Season,Sat,2020-03-07,15:30,Leverkusen,2.3,4 0,0.8,Eint Frankfurt,30210.0,BayArena,Felix Brych,4,0
835,Regular Season,Sat,2020-03-07,15:30,Hertha BSC,1.1,2 2,0.9,Werder Bremen,58028.0,Olympiastadion Berlin,Guido Winkmann,2,2
836,Regular Season,Sat,2020-03-07,18:30,M'Gladbach,2.0,1 2,0.7,Dortmund,53877.0,Stadion im Borussia-Park,Sascha Stegemann,1,2
837,Regular Season,Sun,2020-03-08,15:30,Bayern Munich,2.9,2 0,0.7,Augsburg,75000.0,Allianz Arena,Bibiana Steinhaus,2,0
838,Regular Season,Sun,2020-03-08,18:00,Mainz 05,0.8,1 1,1.9,Düsseldorf,21409.0,Opel Arena,Harm Osmers,1,1
839,Regular Season,Wed,2020-03-11,18:30,M'Gladbach,0.9,2 1,0.8,Köln,42866.03076923077,Stadion im Borussia-Park,Deniz Aytekin,2,1
840,Regular Season,Sat,2020-05-16,15:30,Dortmund,1.6,4 0,0.5,Schalke 04,67143.86363636363,Signal Iduna Park,Deniz Aytekin,4,0
841,Regular Season,Sat,2020-05-16,15:30,Augsburg,1.1,1 2,1.5,Wolfsburg,25827.93442622951,WWK Arena,Felix Brych,1,2
842,Regular Season,Sat,2020-05-16,15:30,Düsseldorf,0.7,0 0,0.7,Paderborn 07,43643.206896551725,Merkur Spielarena,Frank Willenborg,0,0
843,Regular Season,Sat,2020-05-16,15:30,RB Leipzig,2.1,1 1,0.3,Freiburg,35584.32258064516,Red Bull Arena,Manuel Gräfe,1,1
844,Regular Season,Sat,2020-05-16,15:30,Hoffenheim,2.5,0 3,1.5,Hertha BSC,23331.615384615383,PreZero Arena,Christian Dingert,0,3
845,Regular Season,Sat,2020-05-16,18:30,Eint Frankfurt,1.0,1 3,3.2,M'Gladbach,42213.07692307692,Commerzbank-Arena,Felix Zwayer,1,3
846,Regular Season,Sun,2020-05-17,15:30,Köln,2.3,2 2,1.9,Mainz 05,41037.5,RheinEnergieSTADION,Guido Winkmann,2,2
847,Regular Season,Sun,2020-05-17,18:00,Union Berlin,0.5,0 2,1.5,Bayern Munich,15859.823529411764,Stadion An der Alten Försterei,Bastian Dankert,0,2
848,Regular Season,Mon,2020-05-18,20:30,Werder Bremen,1.2,1 4,1.7,Leverkusen,38676.5,Weserstadion,Tobias Stieler,1,4
849,Regular Season,Fri,2020-05-22,20:30,Hertha BSC,1.6,4 0,0.2,Union Berlin,40769.19402985075,Olympiastadion Berlin,Harm Osmers,4,0
850,Regular Season,Sat,2020-05-23,15:30,Paderborn 07,0.7,1 1,1.7,Hoffenheim,14434.461538461539,Benteler-Arena,Bibiana Steinhaus,1,1
851,Regular Season,Sat,2020-05-23,15:30,Freiburg,0.7,0 1,0.8,Werder Bremen,22560.31746031746,Schwarzwald-Stadion,Robert Hartmann,0,1
852,Regular Season,Sat,2020-05-23,15:30,Wolfsburg,0.4,0 2,0.9,Dortmund,21075.417910447763,Volkswagen Arena,Daniel Siebert,0,2
853,Regular Season,Sat,2020-05-23,15:30,M'Gladbach,1.6,1 3,2.9,Leverkusen,42866.03076923077,Stadion im Borussia-Park,Sören Storks,1,3
854,Regular Season,Sat,2020-05-23,18:30,Bayern Munich,2.7,5 2,1.0,Eint Frankfurt,65955.64516129032,Allianz Arena,Marco Fritz,5,2
855,Regular Season,Sun,2020-05-24,13:30,Schalke 04,0.6,0 3,1.3,Augsburg,59831.604166666664,Veltins-Arena,Sascha Stegemann,0,3
856,Regular Season,Sun,2020-05-24,15:30,Mainz 05,0.3,0 5,5.2,RB Leipzig,23826.880597014926,Opel Arena,Markus Schmidt,0,5
857,Regular Season,Sun,2020-05-24,18:00,Köln,1.4,2 2,0.7,Düsseldorf,41037.5,RheinEnergieSTADION,Benjamin Cortus,2,2
858,Regular Season,Tue,2020-05-26,18:30,Dortmund,0.9,0 1,0.8,Bayern Munich,67143.86363636363,Signal Iduna Park,Tobias Stieler,0,1
859,Regular Season,Tue,2020-05-26,20:30,Eint Frankfurt,4.8,3 3,0.9,Freiburg,42213.07692307692,Commerzbank-Arena,Martin Petersen,3,3
860,Regular Season,Tue,2020-05-26,20:30,Werder Bremen,0.8,0 0,0.5,M'Gladbach,38676.5,Weserstadion,Manuel Gräfe,0,0
861,Regular Season,Tue,2020-05-26,20:30,Leverkusen,1.0,1 4,2.4,Wolfsburg,25328.171875,BayArena,Daniel Schlager,1,4
862,Regular Season,Wed,2020-05-27,18:30,RB Leipzig,0.7,2 2,1.6,Hertha BSC,35584.32258064516,Red Bull Arena,Bastian Dankert,2,2
863,Regular Season,Wed,2020-05-27,20:30,Düsseldorf,1.9,2 1,0.6,Schalke 04,43643.206896551725,Merkur Spielarena,Tobias Welz,2,1
864,Regular Season,Wed,2020-05-27,20:30,Hoffenheim,1.3,3 1,2.2,Köln,23331.615384615383,PreZero Arena,Felix Brych,3,1
865,Regular Season,Wed,2020-05-27,20:30,Union Berlin,0.4,1 1,1.0,Mainz 05,15859.823529411764,Stadion An der Alten Försterei,Robert Schröder,1,1
866,Regular Season,Wed,2020-05-27,20:30,Augsburg,0.7,0 0,1.7,Paderborn 07,25827.93442622951,WWK Arena,Deniz Aytekin,0,0
867,Regular Season,Fri,2020-05-29,20:30,Freiburg,0.9,0 1,0.6,Leverkusen,22560.31746031746,Schwarzwald-Stadion,Marco Fritz,0,1
868,Regular Season,Sat,2020-05-30,15:30,Mainz 05,0.9,0 1,1.7,Hoffenheim,23826.880597014926,Opel Arena,Sascha Stegemann,0,1
869,Regular Season,Sat,2020-05-30,15:30,Schalke 04,0.7,0 1,0.5,Werder Bremen,59831.604166666664,Veltins-Arena,Felix Zwayer,0,1
870,Regular Season,Sat,2020-05-30,15:30,Hertha BSC,2.1,2 0,0.6,Augsburg,40769.19402985075,Olympiastadion Berlin,Sven Jablonski,2,0
871,Regular Season,Sat,2020-05-30,15:30,Wolfsburg,1.6,1 2,1.6,Eint Frankfurt,21075.417910447763,Volkswagen Arena,Guido Winkmann,1,2
872,Regular Season,Sat,2020-05-30,18:30,Bayern Munich,3.0,5 0,0.8,Düsseldorf,65955.64516129032,Allianz Arena,Robert Hartmann,5,0
873,Regular Season,Sun,2020-05-31,15:30,M'Gladbach,2.2,4 1,0.9,Union Berlin,42866.03076923077,Stadion im Borussia-Park,Frank Willenborg,4,1
874,Regular Season,Sun,2020-05-31,18:00,Paderborn 07,1.0,1 6,3.8,Dortmund,14434.461538461539,Benteler-Arena,Daniel Siebert,1,6
875,Regular Season,Mon,2020-06-01,20:30,Köln,1.0,2 4,3.4,RB Leipzig,41037.5,RheinEnergieSTADION,Christian Dingert,2,4
876,Regular Season,Wed,2020-06-03,20:30,Werder Bremen,0.5,0 3,1.5,Eint Frankfurt,38676.5,Weserstadion,Patrick Ittrich,0,3
877,Regular Season,Fri,2020-06-05,20:30,Freiburg,1.1,1 0,2.4,M'Gladbach,22560.31746031746,Schwarzwald-Stadion,Markus Schmidt,1,0
878,Regular Season,Sat,2020-06-06,15:30,Düsseldorf,2.2,2 2,0.9,Hoffenheim,43643.206896551725,Merkur Spielarena,Sören Storks,2,2
879,Regular Season,Sat,2020-06-06,15:30,Eint Frankfurt,0.4,0 2,2.0,Mainz 05,42213.07692307692,Commerzbank-Arena,Felix Brych,0,2
880,Regular Season,Sat,2020-06-06,15:30,RB Leipzig,2.1,1 1,1.4,Paderborn 07,35584.32258064516,Red Bull Arena,Deniz Aytekin,1,1
881,Regular Season,Sat,2020-06-06,15:30,Leverkusen,0.9,2 4,2.6,Bayern Munich,25328.171875,BayArena,Manuel Gräfe,2,4
882,Regular Season,Sat,2020-06-06,18:30,Dortmund,1.8,1 0,0.4,Hertha BSC,67143.86363636363,Signal Iduna Park,Harm Osmers,1,0
883,Regular Season,Sun,2020-06-07,13:30,Werder Bremen,0.7,0 1,1.7,Wolfsburg,38676.5,Weserstadion,Bibiana Steinhaus,0,1
884,Regular Season,Sun,2020-06-07,15:30,Union Berlin,1.6,1 1,0.2,Schalke 04,15859.823529411764,Stadion An der Alten Försterei,Tobias Stieler,1,1
885,Regular Season,Sun,2020-06-07,18:00,Augsburg,2.1,1 1,1.0,Köln,25827.93442622951,WWK Arena,Benjamin Cortus,1,1
886,Regular Season,Fri,2020-06-12,20:30,Hoffenheim,1.8,0 2,1.6,RB Leipzig,23331.615384615383,PreZero Arena,Tobias Welz,0,2
887,Regular Season,Sat,2020-06-13,15:30,Wolfsburg,2.4,2 2,2.2,Freiburg,21075.417910447763,Volkswagen Arena,Bastian Dankert,2,2
888,Regular Season,Sat,2020-06-13,15:30,Köln,1.1,1 2,1.1,Union Berlin,41037.5,RheinEnergieSTADION,Martin Petersen,1,2
889,Regular Season,Sat,2020-06-13,15:30,Düsseldorf,0.5,0 1,0.6,Dortmund,43643.206896551725,Merkur Spielarena,Sascha Stegemann,0,1
890,Regular Season,Sat,2020-06-13,15:30,Paderborn 07,1.7,1 5,2.6,Werder Bremen,14434.461538461539,Benteler-Arena,Christian Dingert,1,5
891,Regular Season,Sat,2020-06-13,15:30,Hertha BSC,0.9,1 4,2.5,Eint Frankfurt,40769.19402985075,Olympiastadion Berlin,Robert Hartmann,1,4
892,Regular Season,Sat,2020-06-13,18:30,Bayern Munich,1.5,2 1,0.7,M'Gladbach,65955.64516129032,Allianz Arena,Felix Zwayer,2,1
893,Regular Season,Sun,2020-06-14,15:30,Mainz 05,1.7,0 1,0.9,Augsburg,23826.880597014926,Opel Arena,Marco Fritz,0,1
894,Regular Season,Sun,2020-06-14,18:00,Schalke 04,1.3,1 1,1.2,Leverkusen,59831.604166666664,Veltins-Arena,Daniel Siebert,1,1
895,Regular Season,Tue,2020-06-16,18:30,M'Gladbach,1.7,3 0,0.4,Wolfsburg,42866.03076923077,Stadion im Borussia-Park,Robert Schröder,3,0
896,Regular Season,Tue,2020-06-16,20:30,Werder Bremen,0.5,0 1,1.1,Bayern Munich,38676.5,Weserstadion,Harm Osmers,0,1
897,Regular Season,Tue,2020-06-16,20:30,Freiburg,1.9,2 1,1.8,Hertha BSC,22560.31746031746,Schwarzwald-Stadion,Tobias Stieler,2,1
898,Regular Season,Tue,2020-06-16,20:30,Union Berlin,1.7,1 0,0.8,Paderborn 07,15859.823529411764,Stadion An der Alten Försterei,Bibiana Steinhaus,1,0
899,Regular Season,Wed,2020-06-17,18:30,Eint Frankfurt,2.5,2 1,0.8,Schalke 04,42213.07692307692,Commerzbank-Arena,Guido Winkmann,2,1
900,Regular Season,Wed,2020-06-17,20:30,Leverkusen,2.3,3 1,0.6,Köln,25328.171875,BayArena,Sven Jablonski,3,1
901,Regular Season,Wed,2020-06-17,20:30,RB Leipzig,1.2,2 2,1.0,Düsseldorf,35584.32258064516,Red Bull Arena,Manuel Gräfe,2,2
902,Regular Season,Wed,2020-06-17,20:30,Augsburg,0.5,1 3,1.6,Hoffenheim,25827.93442622951,WWK Arena,Deniz Aytekin,1,3
903,Regular Season,Wed,2020-06-17,20:30,Dortmund,1.1,0 2,1.8,Mainz 05,67143.86363636363,Signal Iduna Park,Frank Willenborg,0,2
904,Regular Season,Sat,2020-06-20,15:30,Bayern Munich,2.0,3 1,1.8,Freiburg,65955.64516129032,Allianz Arena,Sören Storks,3,1
905,Regular Season,Sat,2020-06-20,15:30,Hoffenheim,2.1,4 0,0.4,Union Berlin,23331.615384615383,PreZero Arena,Robert Hartmann,4,0
906,Regular Season,Sat,2020-06-20,15:30,Mainz 05,1.9,3 1,2.0,Werder Bremen,23826.880597014926,Opel Arena,Manuel Gräfe,3,1
907,Regular Season,Sat,2020-06-20,15:30,Köln,1.0,1 1,1.6,Eint Frankfurt,41037.5,RheinEnergieSTADION,Christian Dingert,1,1
908,Regular Season,Sat,2020-06-20,15:30,Hertha BSC,1.9,2 0,1.4,Leverkusen,40769.19402985075,Olympiastadion Berlin,Felix Brych,2,0
909,Regular Season,Sat,2020-06-20,15:30,Paderborn 07,0.6,1 3,4.0,M'Gladbach,14434.461538461539,Benteler-Arena,Tobias Welz,1,3
910,Regular Season,Sat,2020-06-20,15:30,Düsseldorf,0.4,1 1,1.5,Augsburg,43643.206896551725,Merkur Spielarena,Daniel Siebert,1,1
911,Regular Season,Sat,2020-06-20,15:30,RB Leipzig,0.9,0 2,3.1,Dortmund,35584.32258064516,Red Bull Arena,Felix Zwayer,0,2
912,Regular Season,Sat,2020-06-20,15:30,Schalke 04,0.9,1 4,2.1,Wolfsburg,59831.604166666664,Veltins-Arena,Sascha Stegemann,1,4
913,Regular Season,Sat,2020-06-27,15:30,Dortmund,0.2,0 4,3.1,Hoffenheim,67143.86363636363,Signal Iduna Park,Guido Winkmann,0,4
914,Regular Season,Sat,2020-06-27,15:30,Union Berlin,1.8,3 0,1.0,Düsseldorf,15859.823529411764,Stadion An der Alten Försterei,Harm Osmers,3,0
915,Regular Season,Sat,2020-06-27,15:30,M'Gladbach,3.0,2 1,1.0,Hertha BSC,42866.03076923077,Stadion im Borussia-Park,Deniz Aytekin,2,1
916,Regular Season,Sat,2020-06-27,15:30,Wolfsburg,0.8,0 4,3.2,Bayern Munich,21075.417910447763,Volkswagen Arena,Patrick Ittrich,0,4
917,Regular Season,Sat,2020-06-27,15:30,Augsburg,0.2,1 2,2.2,RB Leipzig,25827.93442622951,WWK Arena,Felix Brych,1,2
918,Regular Season,Sat,2020-06-27,15:30,Werder Bremen,3.0,6 1,0.8,Köln,38676.5,Weserstadion,Bastian Dankert,6,1
919,Regular Season,Sat,2020-06-27,15:30,Eint Frankfurt,2.1,3 2,2.2,Paderborn 07,42213.07692307692,Commerzbank-Arena,Benjamin Brand,3,2
920,Regular Season,Sat,2020-06-27,15:30,Leverkusen,1.5,1 0,0.4,Mainz 05,25328.171875,BayArena,Benjamin Cortus,1,0
921,Regular Season,Sat,2020-06-27,15:30,Freiburg,1.5,4 0,0.8,Schalke 04,22560.31746031746,Schwarzwald-Stadion,Martin Petersen,4,0
924,Regular Season,Fri,2018-08-24,20:30,Bayern Munich,2.8,3 1,0.9,Hoffenheim,75000.0,Allianz Arena,Bastian Dankert,3,1
925,Regular Season,Sat,2018-08-25,15:30,Hertha BSC,1.4,1 0,1.3,Nürnberg,52729.0,Olympiastadion Berlin,Tobias Welz,1,0
926,Regular Season,Sat,2018-08-25,15:30,Wolfsburg,1.3,2 1,1.4,Schalke 04,26621.0,Volkswagen Arena,Patrick Ittrich,2,1
927,Regular Season,Sat,2018-08-25,15:30,Freiburg,2.0,0 2,0.9,Eint Frankfurt,24000.0,Schwarzwald-Stadion,Manuel Gräfe,0,2
928,Regular Season,Sat,2018-08-25,15:30,Werder Bremen,1.8,1 1,1.0,Hannover 96,42100.0,Weserstadion,Felix Brych,1,1
929,Regular Season,Sat,2018-08-25,15:30,Düsseldorf,1.3,1 2,1.3,Augsburg,40996.0,Merkur Spielarena,Markus Schmidt,1,2
930,Regular Season,Sat,2018-08-25,18:30,M'Gladbach,4.1,2 0,1.4,Leverkusen,53087.0,Stadion im Borussia-Park,Christian Dingert,2,0
931,Regular Season,Sun,2018-08-26,15:30,Mainz 05,1.1,1 0,1.0,Stuttgart,28705.0,Opel Arena,Daniel Siebert,1,0
932,Regular Season,Sun,2018-08-26,18:00,Dortmund,1.0,4 1,1.6,RB Leipzig,80365.0,Signal Iduna Park,Deniz Aytekin,4,1
933,Regular Season,Fri,2018-08-31,20:30,Hannover 96,0.8,0 0,0.7,Dortmund,49000.0,HDI-Arena,Felix Zwayer,0,0
934,Regular Season,Sat,2018-09-01,15:30,Nürnberg,1.2,1 1,0.4,Mainz 05,37781.0,Max-Morlock-Stadion,Guido Winkmann,1,1
935,Regular Season,Sat,2018-09-01,15:30,Eint Frankfurt,1.2,1 2,1.7,Werder Bremen,50000.0,Commerzbank-Arena,Sören Storks,1,2
936,Regular Season,Sat,2018-09-01,15:30,Augsburg,1.1,1 1,1.1,M'Gladbach,29580.0,WWK Arena,Frank Willenborg,1,1
937,Regular Season,Sat,2018-09-01,15:30,Leverkusen,1.5,1 3,1.2,Wolfsburg,26247.0,BayArena,Sven Jablonski,1,3
938,Regular Season,Sat,2018-09-01,15:30,Hoffenheim,3.5,3 1,2.7,Freiburg,28619.0,PreZero Arena,Robert Hartmann,3,1
939,Regular Season,Sat,2018-09-01,18:30,Stuttgart,0.2,0 3,1.8,Bayern Munich,58680.0,Mercedes-Benz Arena,Harm Osmers,0,3
